"Registered Political Party - English","Registered Political Party - French","Abbreviation - English","Abbreviation - French","Registration Date","President","Leader","Address","Phone","Fax","Email","Web Address","Association Electoral District",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","015 - Burlington",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","016 - Cambridge",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","017 - Carleton",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","018 - Chatham-Kent—Leamington",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","019 - Davenport",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","020 - Don Valley East",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","021 - Don Valley North",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","022 - Don Valley West",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","023 - Dufferin—Caledon",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","024 - Durham",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","025 - Eglinton—Lawrence",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","026 - Elgin—Middlesex—London",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","027 - Essex",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","028 - Etobicoke Centre",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","029 - Etobicoke—Lakeshore",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","030 - Etobicoke North",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","031 - Flamborough—Glanbrook",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","032 - Glengarry—Prescott—Russell",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","033 - Guelph",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","034 - Haldimand—Norfolk",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","035 - Haliburton—Kawartha Lakes—Brock",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","036 - Hamilton Centre",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","037 - Hamilton East—Stoney Creek",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","038 - Hamilton Mountain",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","039 - Hamilton West—Ancaster—Dundas",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","040 - Hastings—Lennox and Addington",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","041 - Humber River—Black Creek",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","042 - Huron—Bruce",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","043 - Kanata—Carleton",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","044 - Kenora—Rainy River",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","045 - King—Vaughan",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","046 - Kingston and the Islands",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","047 - Kitchener Centre",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","048 - Kitchener—Conestoga",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","049 - Kitchener South—Hespeler",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","050 - Lambton—Kent—Middlesex",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","051 - Lanark—Frontenac—Kingston",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","052 - Leeds—Grenville—Thousand Islands and Rideau Lakes",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","053 - London—Fanshawe",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","054 - London North Centre",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","055 - London West",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","056 - Markham—Stouffville",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","057 - Markham—Thornhill",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","058 - Markham—Unionville",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","059 - Milton",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","060 - Mississauga Centre",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","061 - Mississauga East—Cooksville",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","062 - Mississauga—Erin Mills",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","063 - Mississauga—Lakeshore",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","064 - Mississauga—Malton",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","065 - Mississauga—Streetsville",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","066 - Nepean",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","067 - Newmarket—Aurora",
"New Democratic Party of Ontario","Nouveau Parti Démocratique de l'Ontario","Ontario NDP/NPD","Ontario NDP/NPD","February 13, 1975","Janelle Brady","Marit Stiles","201-2069 LAKE SHORE BLVD W Toronto ON M8V 3Z4","(416) 591-8637","","info@ontariondp.ca","http://www.ontariondp.ca","068 - Niagara Centre",
